Strike,Call Price,Put Price
312.875,320.60012531491265,0.0002140407772615342
375.45,259.58911484684097,0.019221317878475364
438.025,198.93196356528705,0.39208778149745527
500.59999999999997,140.5906687561947,3.080810717577947
563.175,89.31344408714244,12.833603793698686
625.7499999999999,50.26802099969797,34.81819845142701
688.3249999999999,25.057182983053224,70.63737817995514
750.8999999999999,11.169709823980824,117.7799227660555
813.4749999999999,4.5169542940658545,172.15718498131366
876.05,1.6826209365164537,230.35286936893726
938.6249999999999,0.5857347077111701,290.2860008853048
