Strike,Call Price,Put Price
578.293335,592.5715060177499,5.770317108432107e-05
693.9520019999999,479.77945550145546,0.011051523960700693
809.6106689999999,367.3289788426973,0.36361920228670286
925.2693359999998,258.01461040100673,3.852295097680674
1040.9280029999998,160.5951256332288,19.235854666986597
1156.5866699999997,86.49477452493045,57.93854789577233
1272.2453369999998,40.10519753953065,124.35201524745696
1387.9040039999995,16.164248371445183,213.21411041645547
1503.5626709999997,5.760290487879288,315.61319686997376
1619.2213379999998,1.8496773573618377,424.5056280765407
1734.8800049999995,0.5449351419335748,536.0039301981965
