Strike,Call Price,Put Price
34.075001,34.91691140971298,0.0005956373883255536
40.8900012,28.285057586477144,0.015479059687560193
47.7050014,21.766405652502144,0.14356437124763155
54.52000159999999,15.6609033715444,0.6847993358249465
61.33500179999999,10.422303184760736,2.0929363945763466
68.15000199999999,6.399128327903739,4.716498783254412
74.96500219999999,3.6408641056805493,8.604971806566297
81.78000239999999,1.9357601448880235,13.546605091308834
88.59500259999999,0.9712080190017005,19.228790210957598
95.4100028,0.46428106023539684,25.36860049772637
102.22500299999999,0.21334158246976775,31.7643982654958
