Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,374.097168,384.881775,340.358154,346.146240,344.528381,11803529
2014-02-01,344.315826,413.574738,327.545258,412.634796,410.706207,14901794
2014-03-01,409.221344,415.850403,375.136047,394.132782,392.290649,8780317
2014-04-01,398.733551,433.066193,395.468475,410.062347,408.145782,7700650
2014-05-01,410.062347,459.285645,402.740662,411.051758,409.130554,9292714
2014-06-01,413.574738,450.084106,406.401489,426.585541,424.591736,9235597
2014-07-01,427.426544,482.883148,427.426544,442.168793,440.102142,8453830
2014-08-01,440.288910,525.378479,425.942413,518.848328,518.637756,10635888
2014-09-01,520.431396,538.735535,485.851379,497.427521,497.225677,9238839
2014-10-01,497.328583,531.314941,463.193817,529.979248,529.764160,6026268
2014-11-01,526.367859,544.968811,506.084900,527.307800,527.093811,10943750
2014-12-01,532.799072,534.283142,464.034821,490.847931,490.648743,7368211
2015-01-01,487.384979,601.959045,484.218872,578.757324,578.522461,8761500
2015-02-01,578.806763,605.570374,535.371521,569.407349,569.176270,7360776
2015-03-01,591.669128,594.142700,513.060242,544.127808,543.906982,6612328
2015-04-01,544.177307,573.150024,506.950012,508.450012,508.243683,7942424
2015-05-01,508.450012,530.950012,463.899994,481.600006,481.404572,11261563
2015-06-01,482.799988,483.000000,418.000000,434.549988,434.373657,15509821
2015-07-01,436.950012,447.399994,366.250000,384.350006,384.194031,17591395
2015-08-01,385.000000,395.600006,304.100006,340.149994,340.011963,28056514
2015-09-01,335.149994,359.000000,279.149994,298.450012,298.328918,64992266
2015-10-01,300.100006,396.899994,291.750000,384.450012,384.294006,18490823
2015-11-01,387.000000,431.899994,372.000000,423.350006,423.178223,12876773
2015-12-01,425.500000,427.100006,360.500000,391.250000,391.091248,11711334
2016-01-01,393.799988,402.899994,323.350006,336.700012,336.563385,17738047
2016-02-01,340.000000,344.600006,266.000000,300.250000,300.128174,22421111
2016-03-01,300.299988,393.500000,300.299988,386.299988,386.143219,14274415
2016-04-01,388.399994,425.000000,368.399994,408.850006,408.684113,9162156
2016-05-01,410.000000,463.899994,376.049988,458.200012,458.014069,18347837
2016-06-01,455.700012,489.600006,425.000000,459.250000,459.063629,23047496
2016-07-01,463.000000,513.500000,454.000000,503.000000,502.795898,15269479
2016-08-01,504.000000,548.150024,476.250000,537.450012,537.450012,19255368
2016-09-01,540.049988,598.599976,517.200012,534.750000,534.750000,19454513
2016-10-01,542.900024,571.049988,510.649994,535.849976,535.849976,9354627
2016-11-01,533.000000,549.200012,443.649994,459.350006,459.350006,13558398
2016-12-01,458.000000,478.149994,429.000000,471.350006,471.350006,10279248
2017-01-01,474.950012,553.000000,469.200012,523.599976,523.599976,10130929
2017-02-01,525.549988,544.799988,435.000000,456.149994,456.149994,14480959
2017-03-01,457.500000,484.299988,448.000000,465.950012,465.950012,12098007
2017-04-01,469.000000,480.000000,437.000000,457.799988,457.799988,9035809
2017-05-01,457.799988,487.000000,417.100006,476.200012,476.200012,14234698
2017-06-01,477.000000,485.950012,428.000000,432.500000,432.500000,93104805
2017-07-01,433.700012,468.000000,426.100006,444.500000,444.500000,10778762
2017-08-01,445.000000,452.250000,357.950012,376.600006,376.600006,15060796
2017-09-01,379.000000,428.200012,374.000000,401.250000,401.250000,59388584
2017-10-01,401.250000,439.899994,401.250000,428.549988,428.549988,7572208
2017-11-01,430.049988,466.950012,402.950012,404.649994,404.649994,16850022
2017-12-01,409.100006,432.500000,389.750000,431.200012,431.200012,12338601
2018-01-01,432.200012,443.549988,395.299988,399.250000,399.250000,11985096
2018-02-01,401.000000,403.850006,357.000000,370.200012,370.200012,13025465
2018-03-01,367.899994,376.250000,324.500000,327.450012,327.450012,12543946
2018-04-01,335.000000,372.399994,326.100006,340.200012,340.200012,14912163
2018-05-01,340.200012,352.000000,282.000000,282.899994,282.899994,20860213
2018-06-01,286.649994,315.000000,262.500000,269.299988,269.299988,19914420
2018-07-01,276.000000,277.100006,247.550003,264.149994,264.149994,20149843
2018-08-01,248.000000,274.600006,243.250000,267.100006,267.100006,21224071
2018-09-01,271.700012,282.000000,219.649994,223.449997,223.449997,23177759
2018-10-01,224.300003,232.750000,164.550003,178.649994,178.649994,46670998
2018-11-01,179.199997,200.750000,170.500000,171.949997,171.949997,31998212
2018-12-01,173.699997,180.449997,154.699997,172.600006,172.600006,30692434
