Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,304.775879,311.844482,297.661407,304.454590,292.131805,1548994
2014-01-08,306.336487,306.611877,299.681000,301.746490,289.533295,431079
2014-01-15,302.939880,305.556183,277.786713,279.989899,268.657318,2391528
2014-01-22,279.989899,289.996094,277.235901,281.183289,269.802460,1098012
2014-01-29,284.579895,291.602600,267.367401,290.501007,278.742981,2926790
2014-02-05,291.923889,293.117310,275.216309,280.311188,268.965607,2853394
2014-02-12,280.907898,291.464905,274.849091,277.419495,266.190948,2091650
2014-02-19,278.153900,280.448914,258.967712,263.787201,253.110443,2426846
2014-02-26,266.174011,268.193604,260.436493,264.016693,253.330643,1135362
2014-03-05,267.137909,284.488098,259.151306,278.016205,266.763489,1778446
2014-03-12,279.989899,281.825897,266.770691,271.085297,260.113129,806084
2014-03-19,272.003296,279.163696,266.036316,270.947601,259.980988,1051301
2014-03-26,271.957397,300.185883,270.809906,289.674805,277.950226,2149210
2014-04-02,292.153412,301.562897,286.415894,291.648499,279.844025,636748
2014-04-09,292.474701,302.848083,290.546906,298.028595,285.965881,557806
2014-04-16,299.267883,310.008484,294.953308,307.805298,295.346893,602311
2014-04-23,309.365906,317.077087,303.766083,307.667603,295.214783,924848
2014-04-30,312.119904,314.690277,287.884705,289.399384,277.685944,868860
2014-05-07,287.333893,298.808899,279.071899,293.668091,281.781891,1313079
2014-05-14,298.074493,321.162201,292.566498,319.234375,306.313385,2376266
2014-05-21,320.794983,321.299896,304.270996,308.172485,295.699219,1451773
2014-05-28,308.815094,336.217377,307.346283,329.699585,316.355042,1902811
2014-06-04,330.479889,336.905884,322.493286,331.535583,318.116699,2930198
2014-06-11,335.069885,335.069885,301.195709,311.431396,298.826233,1828068
2014-06-18,312.119904,316.939392,306.657806,312.992004,300.323700,1082549
2014-06-25,312.119904,313.450989,302.480896,307.897095,295.434967,2122420
2014-07-02,308.585602,318.545898,308.447906,311.798584,299.178558,3658379
2014-07-09,313.037903,317.214783,299.956390,306.703705,294.289917,1689919
2014-07-16,306.152893,326.899689,302.939880,324.283386,311.158051,1090160
2014-07-23,325.889893,328.322571,321.299896,325.293182,312.126984,895483
2014-07-30,330.296295,355.082275,329.102875,343.790894,329.876038,1971369
2014-08-06,344.249878,347.830078,332.040497,339.568085,325.824127,1151674
2014-08-13,340.577881,352.511871,333.646973,345.994080,331.989990,1963785
2014-08-20,348.839874,354.072479,334.335480,337.823883,324.150452,1540184
2014-08-27,338.282867,361.737762,336.905884,359.764069,346.713531,1333317
2014-09-03,359.855865,377.114258,359.396881,372.753784,359.232056,2945451
2014-09-10,373.625854,382.989471,369.403076,378.766663,365.026794,2396340
2014-09-17,380.969879,385.468079,371.973480,373.212769,359.674377,979488
2014-09-24,372.707855,383.586151,363.114777,371.101379,357.639587,1583328
2014-10-01,370.734161,373.717682,367.062164,370.366974,356.931824,569306
2014-10-08,369.035858,373.855377,348.839874,365.776978,352.508301,725385
2014-10-15,365.776978,380.878052,352.603668,377.160156,363.478577,1229315
2014-10-22,378.032257,382.805878,367.750671,374.956970,361.355286,656819
2014-10-29,375.232361,380.923981,361.783661,363.527863,350.340790,1198645
2014-11-05,367.199860,367.199860,347.967773,353.154480,340.343719,1179124
2014-11-12,353.429871,370.596466,347.141571,365.776978,352.508301,1969162
2014-11-19,367.291656,374.727478,361.645966,370.091583,356.666412,1033815
2014-11-26,371.514465,371.514465,345.580994,352.787262,339.989777,3605513
2014-12-03,353.429871,354.531464,324.053894,325.201385,313.404572,1487570
2014-12-10,330.479889,332.315887,313.129700,321.391693,309.733093,1459702
2014-12-17,318.178680,327.312775,309.228180,326.027588,314.200836,1992427
2014-12-24,327.817688,329.883179,318.821289,320.978577,309.334991,744623
2014-12-31,320.014679,336.905884,320.014679,325.339081,313.537323,1714731
2015-01-07,325.430878,334.978088,316.250885,318.086884,306.548187,1014627
2015-01-14,318.545898,327.817688,311.477295,325.889893,314.068146,1219499
2015-01-21,324.283386,362.104980,324.283386,361.141083,348.040588,1529986
2015-01-28,361.232880,362.104980,328.184875,341.358185,328.975372,1250436
2015-02-04,342.643372,346.177673,323.732574,327.679993,315.793274,994309
2015-02-11,328.643890,335.069885,319.922882,330.984772,318.978210,1816595
2015-02-18,331.397888,336.400970,313.037903,315.011597,303.584442,840756
2015-02-25,321.024475,332.958496,315.883698,320.335999,308.715698,1176784
2015-03-04,321.299896,348.564484,311.247803,337.732086,325.480713,1374883
2015-03-11,337.135376,369.448975,332.683075,355.082275,342.201538,3992642
2015-03-18,354.347870,364.445862,346.774384,361.967285,348.836792,1668223
2015-03-25,356.183868,371.101379,341.036865,361.600067,348.482910,3707435
2015-04-01,362.334473,376.379883,361.003387,371.376770,357.904968,1581996
2015-04-08,374.314362,390.792450,368.944061,389.644958,375.510437,2487241
2015-04-15,390.149872,390.149872,362.977081,365.822876,352.552551,1003103
2015-04-22,362.747559,375.507782,352.374176,367.934265,354.587372,1174529
2015-04-29,362.609863,369.127655,341.358185,355.128174,342.245819,1136282
2015-05-06,360.131287,371.606262,352.420074,359.396881,346.359650,1497799
2015-05-13,360.314880,370.871857,349.390686,365.088470,351.844757,2265780
2015-05-20,365.363861,375.186462,358.937866,367.980164,354.631561,1198358
2015-05-27,366.190063,399.054474,365.272064,383.677979,369.759918,2832545
2015-06-03,384.595978,389.553162,370.412872,374.360260,360.780212,1112044
2015-06-10,374.727478,386.340149,374.543854,380.143677,366.353851,1312837
2015-06-17,380.878052,401.349457,380.143677,394.280853,379.978180,2925028
2015-06-24,394.739868,395.749664,372.799683,385.468079,371.485077,677239
2015-07-01,387.395874,402.083862,385.605774,395.795563,381.437958,1152189
2015-07-08,395.657867,406.444366,383.723877,387.212250,373.166016,1126084
2015-07-15,387.074554,415.348969,385.284454,408.739349,393.912201,1470820
2015-07-22,408.326263,411.722870,375.507782,378.950256,365.203766,1088239
2015-07-29,377.297882,391.159668,371.147278,379.776459,365.999969,942234
2015-08-05,391.985870,392.536652,369.770264,371.652161,358.170380,1337722
2015-08-12,372.524261,380.189575,346.774384,353.751190,340.918762,1058101
2015-08-19,353.429871,359.947662,305.326691,320.106476,310.226227,1612861
2015-08-26,320.381897,338.741882,309.549500,317.031189,307.245850,1197749
2015-09-02,319.463898,323.135895,311.660889,318.316376,308.491394,716015
2015-09-09,325.752197,335.987885,317.811493,321.667084,311.738678,1051929
2015-09-16,325.889893,333.325684,313.129700,315.057495,305.333069,1251137
2015-09-23,313.359192,314.782074,289.766602,296.927002,287.762177,2750974
