,Symbol_x,Date,Expiry,Strike Price,Call Price,Put Price
22027,NIFTY,09-Jun-17,28-Dec-17,8000,1876.7,34.1
22028,NIFTY,12-Jun-17,28-Dec-17,8000,1805,35.05
22029,NIFTY,13-Jun-17,28-Dec-17,8000,1799.35,35.9
22030,NIFTY,14-Jun-17,28-Dec-17,8000,1815,34.05
22031,NIFTY,15-Jun-17,28-Dec-17,8000,1795,35.2
22032,NIFTY,16-Jun-17,28-Dec-17,8000,1777.5,35.25
22033,NIFTY,19-Jun-17,28-Dec-17,8000,1846.05,35.4
22034,NIFTY,20-Jun-17,28-Dec-17,8000,1845.5,34.1
22035,NIFTY,21-Jun-17,28-Dec-17,8000,1820.5,34.3
22036,NIFTY,22-Jun-17,28-Dec-17,8000,1810.7,32.25
22037,NIFTY,23-Jun-17,28-Dec-17,8000,1770.4,34.3
22038,NIFTY,27-Jun-17,28-Dec-17,8000,1702,37.1
22039,NIFTY,28-Jun-17,28-Dec-17,8000,1672,37.5
22040,NIFTY,29-Jun-17,28-Dec-17,8000,1670,34.05
22041,NIFTY,30-Jun-17,28-Dec-17,8000,1674.6,35.6
22042,NIFTY,03-Jul-17,28-Dec-17,8000,1782.3,32.65
22043,NIFTY,04-Jul-17,28-Dec-17,8000,1775.95,33.65
22044,NIFTY,05-Jul-17,28-Dec-17,8000,1810,32.25
22045,NIFTY,06-Jul-17,28-Dec-17,8000,1827.95,28.2
22046,NIFTY,07-Jul-17,28-Dec-17,8000,1836,27.1
22047,NIFTY,10-Jul-17,28-Dec-17,8000,1943.05,25.9
22048,NIFTY,11-Jul-17,28-Dec-17,8000,1944.4,23.6
22049,NIFTY,12-Jul-17,28-Dec-17,8000,1962.75,24.25
22050,NIFTY,13-Jul-17,28-Dec-17,8000,2028.25,23.3
22051,NIFTY,14-Jul-17,28-Dec-17,8000,2050,24.2
22052,NIFTY,17-Jul-17,28-Dec-17,8000,2087.7,23.6
22053,NIFTY,18-Jul-17,28-Dec-17,8000,1997.2,24.45
22054,NIFTY,19-Jul-17,28-Dec-17,8000,2071.25,22.65
22055,NIFTY,20-Jul-17,28-Dec-17,8000,2032.7,22.6
22056,NIFTY,21-Jul-17,28-Dec-17,8000,2058.75,21.7
22057,NIFTY,24-Jul-17,28-Dec-17,8000,2090,22
22058,NIFTY,25-Jul-17,28-Dec-17,8000,2120,20.8
22059,NIFTY,26-Jul-17,28-Dec-17,8000,2180.7,20.45
22060,NIFTY,27-Jul-17,28-Dec-17,8000,2185.85,19.55
22061,NIFTY,28-Jul-17,28-Dec-17,8000,2158.35,18.65
22062,NIFTY,31-Jul-17,28-Dec-17,8000,2200,19.05
22063,NIFTY,01-Aug-17,28-Dec-17,8000,2266.5,18.1
22064,NIFTY,02-Aug-17,28-Dec-17,8000,2240.1,17.55
22065,NIFTY,03-Aug-17,28-Dec-17,8000,2183.35,18.45
22066,NIFTY,04-Aug-17,28-Dec-17,8000,2242.8,17.25
22067,NIFTY,07-Aug-17,28-Dec-17,8000,2233.75,17.65
22068,NIFTY,08-Aug-17,28-Dec-17,8000,2135,19.3
22069,NIFTY,09-Aug-17,28-Dec-17,8000,2070.6,23
22070,NIFTY,10-Aug-17,28-Dec-17,8000,1999.35,25.95
22071,NIFTY,11-Aug-17,28-Dec-17,8000,1862.7,28.1
22072,NIFTY,14-Aug-17,28-Dec-17,8000,1960.7,22.9
22073,NIFTY,16-Aug-17,28-Dec-17,8000,2010,20.95
22074,NIFTY,17-Aug-17,28-Dec-17,8000,2025,22.45
22075,NIFTY,18-Aug-17,28-Dec-17,8000,1980,23.95
22076,NIFTY,21-Aug-17,28-Dec-17,8000,1895.85,25.1
22077,NIFTY,22-Aug-17,28-Dec-17,8000,1904.25,24.15
22078,NIFTY,23-Aug-17,28-Dec-17,8000,1987.45,21.6
22079,NIFTY,24-Aug-17,28-Dec-17,8000,1980,20.3
22080,NIFTY,28-Aug-17,28-Dec-17,8000,2028.5,19.05
22081,NIFTY,29-Aug-17,28-Dec-17,8000,1925.25,22.4
22082,NIFTY,30-Aug-17,28-Dec-17,8000,1995,18.3
22083,NIFTY,31-Aug-17,28-Dec-17,8000,2029.6,18.15
22084,NIFTY,01-Sep-17,28-Dec-17,8000,2079.3,16.35
22085,NIFTY,04-Sep-17,28-Dec-17,8000,2008.25,18.8
22086,NIFTY,05-Sep-17,28-Dec-17,8000,2050,16.95
22087,NIFTY,06-Sep-17,28-Dec-17,8000,2021.5,17
22088,NIFTY,07-Sep-17,28-Dec-17,8000,2030,16.5
22089,NIFTY,08-Sep-17,28-Dec-17,8000,2025,16.95
22090,NIFTY,11-Sep-17,28-Dec-17,8000,2093.9,15
22091,NIFTY,12-Sep-17,28-Dec-17,8000,2160,14
22092,NIFTY,13-Sep-17,28-Dec-17,8000,2157.45,12.7
22093,NIFTY,14-Sep-17,28-Dec-17,8000,2164,12
22094,NIFTY,15-Sep-17,28-Dec-17,8000,2164,12
22095,NIFTY,18-Sep-17,28-Dec-17,8000,2243.55,11
22096,NIFTY,19-Sep-17,28-Dec-17,8000,2235.6,11
22097,NIFTY,20-Sep-17,28-Dec-17,8000,2222,11.3
22098,NIFTY,21-Sep-17,28-Dec-17,8000,2191,11
22099,NIFTY,22-Sep-17,28-Dec-17,8000,2054.05,9.65
22100,NIFTY,25-Sep-17,28-Dec-17,8000,1954.9,10.05
22101,NIFTY,26-Sep-17,28-Dec-17,8000,1925.1,9.75
22102,NIFTY,27-Sep-17,28-Dec-17,8000,1812.4,11.5
22103,NIFTY,28-Sep-17,28-Dec-17,8000,1823.45,10.5
22104,NIFTY,29-Sep-17,28-Dec-17,8000,1835.95,9.95
22105,NIFTY,03-Oct-17,28-Dec-17,8000,1905,10
22106,NIFTY,04-Oct-17,28-Dec-17,8000,1961.5,7.1
22107,NIFTY,05-Oct-17,28-Dec-17,8000,1944.05,6.25
22108,NIFTY,06-Oct-17,28-Dec-17,8000,2036.15,6.15
22109,NIFTY,09-Oct-17,28-Dec-17,8000,2045,5.95
22110,NIFTY,10-Oct-17,28-Dec-17,8000,2067.55,5.15
22111,NIFTY,11-Oct-17,28-Dec-17,8000,2018.45,5.25
22112,NIFTY,12-Oct-17,28-Dec-17,8000,2140,4.35
22113,NIFTY,13-Oct-17,28-Dec-17,8000,2235,4.45
22114,NIFTY,16-Oct-17,28-Dec-17,8000,2291.85,4.25
22115,NIFTY,17-Oct-17,28-Dec-17,8000,2280,4.25
22116,NIFTY,18-Oct-17,28-Dec-17,8000,2275,4.45
22117,NIFTY,19-Oct-17,28-Dec-17,8000,2174,4.45
22118,NIFTY,23-Oct-17,28-Dec-17,8000,2211.7,3.35
22119,NIFTY,24-Oct-17,28-Dec-17,8000,2249.25,3.1
22120,NIFTY,25-Oct-17,28-Dec-17,8000,2334,5.7
22121,NIFTY,26-Oct-17,28-Dec-17,8000,2356.2,2.8
22122,NIFTY,27-Oct-17,28-Dec-17,8000,2363.9,2.25
22123,NIFTY,30-Oct-17,28-Dec-17,8000,2397.65,3.6
22124,NIFTY,31-Oct-17,28-Dec-17,8000,2375,2.85
22125,NIFTY,01-Nov-17,28-Dec-17,8000,2487.4,3.55
22126,NIFTY,02-Nov-17,28-Dec-17,8000,2468.6,2.95
22127,NIFTY,03-Nov-17,28-Dec-17,8000,2491,2.9
22128,NIFTY,06-Nov-17,28-Dec-17,8000,2507.25,3.45
22129,NIFTY,07-Nov-17,28-Dec-17,8000,2432.1,3.4
22130,NIFTY,08-Nov-17,28-Dec-17,8000,2376.9,3.65
22131,NIFTY,09-Nov-17,28-Dec-17,8000,2384.35,3.35
22132,NIFTY,10-Nov-17,28-Dec-17,8000,2354.25,2.7
22133,NIFTY,13-Nov-17,28-Dec-17,8000,2298,3.15
22134,NIFTY,14-Nov-17,28-Dec-17,8000,2260.25,3.6
22135,NIFTY,15-Nov-17,28-Dec-17,8000,2172.9,3.3
22136,NIFTY,16-Nov-17,28-Dec-17,8000,2274.65,3.15
22137,NIFTY,17-Nov-17,28-Dec-17,8000,2324.8,3
22138,NIFTY,20-Nov-17,28-Dec-17,8000,2334,2.9
22139,NIFTY,21-Nov-17,28-Dec-17,8000,2368,2.95
22140,NIFTY,22-Nov-17,28-Dec-17,8000,2370,2.1
22141,NIFTY,23-Nov-17,28-Dec-17,8000,2379.55,1.75
22142,NIFTY,24-Nov-17,28-Dec-17,8000,2426.9,1.65
22143,NIFTY,27-Nov-17,28-Dec-17,8000,2444.75,0.8
22144,NIFTY,28-Nov-17,28-Dec-17,8000,2394.35,0.8
22145,NIFTY,29-Nov-17,28-Dec-17,8000,2387.25,0.75
22146,NIFTY,30-Nov-17,28-Dec-17,8000,2253.5,0.9
22147,NIFTY,01-Dec-17,28-Dec-17,8000,2138.8,1.25
22148,NIFTY,04-Dec-17,28-Dec-17,8000,2150.85,1
22149,NIFTY,05-Dec-17,28-Dec-17,8000,2133.2,0.9
22150,NIFTY,06-Dec-17,28-Dec-17,8000,2061.85,0.9
22151,NIFTY,07-Dec-17,28-Dec-17,8000,2200.15,0.8
22152,NIFTY,08-Dec-17,28-Dec-17,8000,2283,0.8
22153,NIFTY,11-Dec-17,28-Dec-17,8000,2337.3,0.9
22154,NIFTY,12-Dec-17,28-Dec-17,8000,2258.75,1
22155,NIFTY,13-Dec-17,28-Dec-17,8000,2217.25,0.85
22156,NIFTY,14-Dec-17,28-Dec-17,8000,2272.05,1.1
22157,NIFTY,15-Dec-17,28-Dec-17,8000,2353.55,0.85
22158,NIFTY,18-Dec-17,28-Dec-17,8000,2400.75,0.55
22159,NIFTY,19-Dec-17,28-Dec-17,8000,2471.1,0.45
22160,NIFTY,20-Dec-17,28-Dec-17,8000,2467.3,0.35
22161,NIFTY,21-Dec-17,28-Dec-17,8000,2459.4,0.3
22162,NIFTY,22-Dec-17,28-Dec-17,8000,2501.85,0.3
22163,NIFTY,26-Dec-17,28-Dec-17,8000,2515.55,0.25
22164,NIFTY,27-Dec-17,28-Dec-17,8000,2504.95,0.1
22165,NIFTY,28-Dec-17,28-Dec-17,8000,0,0
22166,NIFTY,25-Mar-14,28-Dec-17,9000,904.8,508.1
22167,NIFTY,26-Mar-14,28-Dec-17,9000,885.75,490.7
22168,NIFTY,27-Mar-14,28-Dec-17,9000,899.05,477
22169,NIFTY,28-Mar-14,28-Dec-17,9000,931.7,471.25
22170,NIFTY,31-Mar-14,28-Dec-17,9000,914.55,450.8
22171,NIFTY,01-Apr-14,28-Dec-17,9000,907.9,428.95
22172,NIFTY,02-Apr-14,28-Dec-17,9000,867.55,448.2
22173,NIFTY,03-Apr-14,28-Dec-17,9000,831.9,444.9
22174,NIFTY,04-Apr-14,28-Dec-17,9000,816.05,448.7
22175,NIFTY,07-Apr-14,28-Dec-17,9000,788.3,436.95
22176,NIFTY,09-Apr-14,28-Dec-17,9000,943.25,468.1
22177,NIFTY,10-Apr-14,28-Dec-17,9000,906.65,461.25
22178,NIFTY,11-Apr-14,28-Dec-17,9000,871.7,457.45
22179,NIFTY,15-Apr-14,28-Dec-17,9000,825.3,484.4
22180,NIFTY,16-Apr-14,28-Dec-17,9000,806.55,513.25
22181,NIFTY,17-Apr-14,28-Dec-17,9000,948.8,548.3
22182,NIFTY,21-Apr-14,28-Dec-17,9000,947.65,536.7
22183,NIFTY,22-Apr-14,28-Dec-17,9000,923.55,516.5
22184,NIFTY,23-Apr-14,28-Dec-17,9000,932.8,485.4
22185,NIFTY,25-Apr-14,28-Dec-17,9000,896.8,520.1
22186,NIFTY,28-Apr-14,28-Dec-17,9000,865.75,510.7
22187,NIFTY,29-Apr-14,28-Dec-17,9000,828.7,533.05
22188,NIFTY,30-Apr-14,28-Dec-17,9000,801.75,521.85
22189,NIFTY,02-May-14,28-Dec-17,9000,776.55,506.25
22190,NIFTY,05-May-14,28-Dec-17,9000,758.8,486.4
22191,NIFTY,06-May-14,28-Dec-17,9000,751.9,465.2
22192,NIFTY,07-May-14,28-Dec-17,9000,732.8,512.85
22193,NIFTY,08-May-14,28-Dec-17,9000,715.6,494.65
22194,NIFTY,09-May-14,28-Dec-17,9000,1131,717.4
22195,NIFTY,12-May-14,28-Dec-17,9000,1342.4,780.55
22196,NIFTY,13-May-14,28-Dec-17,9000,1421.15,766.45
22197,NIFTY,14-May-14,28-Dec-17,9000,1389.1,736
22198,NIFTY,15-May-14,28-Dec-17,9000,1364.95,706.1
22199,NIFTY,16-May-14,28-Dec-17,9000,1420.7,688.3
22200,NIFTY,19-May-14,28-Dec-17,9000,1447.45,661.7
22201,NIFTY,20-May-14,28-Dec-17,9000,1415.8,638.45
22202,NIFTY,21-May-14,28-Dec-17,9000,1369.75,623.65
22203,NIFTY,22-May-14,28-Dec-17,9000,1364.75,589.7
22204,NIFTY,23-May-14,28-Dec-17,9000,1450.25,579.1
22205,NIFTY,26-May-14,28-Dec-17,9000,1393.95,570.85
22206,NIFTY,27-May-14,28-Dec-17,9000,1351.65,564.1
22207,NIFTY,28-May-14,28-Dec-17,9000,1337.85,533.25
22208,NIFTY,29-May-14,28-Dec-17,9000,1301.95,588.25
22209,NIFTY,30-May-14,28-Dec-17,9000,1275,561.6
22210,NIFTY,02-Jun-14,28-Dec-17,9000,1436.1,599.65
22211,NIFTY,03-Jun-14,28-Dec-17,9000,1462.05,571.5
22212,NIFTY,04-Jun-14,28-Dec-17,9000,1422.4,551.75
22213,NIFTY,05-Jun-14,28-Dec-17,9000,1469.1,537.55
22214,NIFTY,06-Jun-14,28-Dec-17,9000,1575.4,547.8
22215,NIFTY,09-Jun-14,28-Dec-17,9000,1627.5,524.2
22216,NIFTY,10-Jun-14,28-Dec-17,9000,1589.55,504.7
22217,NIFTY,11-Jun-14,28-Dec-17,9000,1541,494.25
22218,NIFTY,12-Jun-14,28-Dec-17,9000,1536.8,463.95
22219,NIFTY,13-Jun-14,28-Dec-17,9000,1494.2,530.75
22220,NIFTY,16-Jun-14,28-Dec-17,9000,1481.3,494
22221,NIFTY,17-Jun-14,28-Dec-17,9000,1584.2,488.8
22222,NIFTY,18-Jun-14,28-Dec-17,9000,1525.45,514.4
22223,NIFTY,19-Jun-14,28-Dec-17,9000,1486.35,496.8
22224,NIFTY,20-Jun-14,28-Dec-17,9000,1421.15,499.55
22225,NIFTY,23-Jun-14,28-Dec-17,9000,1380.1,483.65
22226,NIFTY,24-Jun-14,28-Dec-17,9000,1459,479.6
22227,NIFTY,25-Jun-14,28-Dec-17,9000,1428.9,457.45
22228,NIFTY,26-Jun-14,28-Dec-17,9000,1376.8,492.25
22229,NIFTY,27-Jun-14,28-Dec-17,9000,1365.2,464.3
22230,NIFTY,30-Jun-14,28-Dec-17,9000,1469.1,475.1
22231,NIFTY,01-Jul-14,28-Dec-17,9000,1457.9,451.4
22232,NIFTY,02-Jul-14,28-Dec-17,9000,1536.05,452.3
22233,NIFTY,03-Jul-14,28-Dec-17,9000,1496.8,436.55
22234,NIFTY,04-Jul-14,28-Dec-17,9000,1501,414.85
22235,NIFTY,07-Jul-14,28-Dec-17,9000,1517.35,386.45
22236,NIFTY,08-Jul-14,28-Dec-17,9000,1516.95,546.95
22237,NIFTY,09-Jul-14,28-Dec-17,9000,1481.45,530.45
22238,NIFTY,10-Jul-14,28-Dec-17,9000,1445.3,510.85
22239,NIFTY,11-Jul-14,28-Dec-17,9000,1409.1,577.5
22240,NIFTY,14-Jul-14,28-Dec-17,9000,1371.4,556.95
22241,NIFTY,15-Jul-14,28-Dec-17,9000,1428.55,536.3
22242,NIFTY,16-Jul-14,28-Dec-17,9000,1522.85,532.2
22243,NIFTY,17-Jul-14,28-Dec-17,9000,1501,507.35
22244,NIFTY,18-Jul-14,28-Dec-17,9000,1498.7,476.3
22245,NIFTY,21-Jul-14,28-Dec-17,9000,1493.3,446.25
22246,NIFTY,22-Jul-14,28-Dec-17,9000,1565.45,438.65
22247,NIFTY,23-Jul-14,28-Dec-17,9000,1565.55,412.45
22248,NIFTY,24-Jul-14,28-Dec-17,9000,1575.65,387.05
22249,NIFTY,25-Jul-14,28-Dec-17,9000,1534.8,381.1
22250,NIFTY,28-Jul-14,28-Dec-17,9000,1491.05,377.15
22251,NIFTY,30-Jul-14,28-Dec-17,9000,1501.95,359.95
22252,NIFTY,31-Jul-14,28-Dec-17,9000,1455.1,382.55
22253,NIFTY,01-Aug-14,28-Dec-17,9000,1422.2,469.95
22254,NIFTY,04-Aug-14,28-Dec-17,9000,1486.1,462.2
22255,NIFTY,05-Aug-14,28-Dec-17,9000,1526.4,443.45
22256,NIFTY,06-Aug-14,28-Dec-17,9000,1488.1,460.95
22257,NIFTY,07-Aug-14,28-Dec-17,9000,1450.05,445.1
22258,NIFTY,08-Aug-14,28-Dec-17,9000,1406.55,477.1
22259,NIFTY,11-Aug-14,28-Dec-17,9000,1427.4,463.5
22260,NIFTY,12-Aug-14,28-Dec-17,9000,1533.95,463.8
22261,NIFTY,13-Aug-14,28-Dec-17,9000,1517.25,438.5
22262,NIFTY,14-Aug-14,28-Dec-17,9000,1549.75,413.7
22263,NIFTY,18-Aug-14,28-Dec-17,9000,1617.9,405.85
22264,NIFTY,19-Aug-14,28-Dec-17,9000,1615.5,379.6
22265,NIFTY,20-Aug-14,28-Dec-17,9000,1576.1,366.3
22266,NIFTY,21-Aug-14,28-Dec-17,9000,1570.05,341.55
22267,NIFTY,22-Aug-14,28-Dec-17,9000,1568,319.05
22268,NIFTY,25-Aug-14,28-Dec-17,9000,1529.85,306.1
22269,NIFTY,26-Aug-14,28-Dec-17,9000,1513.15,285.85
22270,NIFTY,27-Aug-14,28-Dec-17,9000,1525,265.85
22271,NIFTY,28-Aug-14,28-Dec-17,9000,1518.1,249
22272,NIFTY,01-Sep-14,28-Dec-17,9000,1581.05,247.3
22273,NIFTY,02-Sep-14,28-Dec-17,9000,1629.7,233.4
22274,NIFTY,03-Sep-14,28-Dec-17,9000,1637.4,217.85
22275,NIFTY,04-Sep-14,28-Dec-17,9000,1603.4,208.55
22276,NIFTY,05-Sep-14,28-Dec-17,9000,1579.95,195.8
22277,NIFTY,08-Sep-14,28-Dec-17,9000,1670.3,204.05
22278,NIFTY,09-Sep-14,28-Dec-17,9000,1640.35,194.45
22279,NIFTY,10-Sep-14,28-Dec-17,9000,1594.3,206.65
22280,NIFTY,11-Sep-14,28-Dec-17,9000,1572.7,192.9
22281,NIFTY,12-Sep-14,28-Dec-17,9000,1579.15,176.8
22282,NIFTY,15-Sep-14,28-Dec-17,9000,1529.4,195.45
22283,NIFTY,16-Sep-14,28-Dec-17,9000,1483.95,267.35
22284,NIFTY,17-Sep-14,28-Dec-17,9000,1520.4,247.45
22285,NIFTY,18-Sep-14,28-Dec-17,9000,1697.25,302.1
22286,NIFTY,19-Sep-14,28-Dec-17,9000,1675.75,284.35
22287,NIFTY,22-Sep-14,28-Dec-17,9000,1679,263.2
22288,NIFTY,23-Sep-14,28-Dec-17,9000,1633.8,350.6
22289,NIFTY,24-Sep-14,28-Dec-17,9000,1600.65,334.3
22290,NIFTY,25-Sep-14,28-Dec-17,9000,1558.25,370.85
22291,NIFTY,26-Sep-14,28-Dec-17,9000,1587.8,356.05
22292,NIFTY,29-Sep-14,28-Dec-17,9000,1553.95,339.25
22293,NIFTY,30-Sep-14,28-Dec-17,9000,1540.25,316.9
22294,NIFTY,01-Oct-14,28-Dec-17,9000,1498.75,307.25
22295,NIFTY,07-Oct-14,28-Dec-17,9000,1457.45,351.5
22296,NIFTY,08-Oct-14,28-Dec-17,9000,1425.95,335.75
22297,NIFTY,09-Oct-14,28-Dec-17,9000,1563.75,361.65
22298,NIFTY,10-Oct-14,28-Dec-17,9000,1512.8,415.15
22299,NIFTY,13-Oct-14,28-Dec-17,9000,1507.8,390.75
22300,NIFTY,14-Oct-14,28-Dec-17,9000,1477.25,373.4
22301,NIFTY,16-Oct-14,28-Dec-17,9000,1433.35,452.95
22302,NIFTY,17-Oct-14,28-Dec-17,9000,1433.9,428.05
22303,NIFTY,20-Oct-14,28-Dec-17,9000,1530.75,430.1
22304,NIFTY,21-Oct-14,28-Dec-17,9000,1544.25,412.05
22305,NIFTY,22-Oct-14,28-Dec-17,9000,1595.2,394.35
22306,NIFTY,23-Oct-14,28-Dec-17,9000,1587.15,369.3
22307,NIFTY,27-Oct-14,28-Dec-17,9000,1548.1,355.35
22308,NIFTY,28-Oct-14,28-Dec-17,9000,1557,334.3
22309,NIFTY,29-Oct-14,28-Dec-17,9000,1597.55,322.3
22310,NIFTY,30-Oct-14,28-Dec-17,9000,1662.2,316.3
22311,NIFTY,31-Oct-14,28-Dec-17,9000,1860.5,363.25
22312,NIFTY,03-Nov-14,28-Dec-17,9000,1836.6,340.15
22313,NIFTY,05-Nov-14,28-Dec-17,9000,1828.95,315.15
22314,NIFTY,07-Nov-14,28-Dec-17,9000,1801.25,296.35
22315,NIFTY,10-Nov-14,28-Dec-17,9000,1777.4,278.7
22316,NIFTY,11-Nov-14,28-Dec-17,9000,1773.15,257.75
22317,NIFTY,12-Nov-14,28-Dec-17,9000,1772.9,238.45
22318,NIFTY,13-Nov-14,28-Dec-17,9000,1726.3,231.8
22319,NIFTY,14-Nov-14,28-Dec-17,9000,1740.55,213.5
22320,NIFTY,17-Nov-14,28-Dec-17,9000,1754.95,200.5
22321,NIFTY,18-Nov-14,28-Dec-17,9000,1732.65,186.85
22322,NIFTY,19-Nov-14,28-Dec-17,9000,1685.2,188.9
22323,NIFTY,20-Nov-14,28-Dec-17,9000,1680.75,175.05
22324,NIFTY,21-Nov-14,28-Dec-17,9000,1760.7,172.6
22325,NIFTY,24-Nov-14,28-Dec-17,9000,1808.9,160.05
22326,NIFTY,25-Nov-14,28-Dec-17,9000,1748.6,176.95
22327,NIFTY,26-Nov-14,28-Dec-17,9000,1749.9,160.85
22328,NIFTY,27-Nov-14,28-Dec-17,9000,1748.85,147.25
22329,NIFTY,28-Nov-14,28-Dec-17,9000,1854.75,156.45
22330,NIFTY,01-Dec-14,28-Dec-17,9000,1816.75,151.5
22331,NIFTY,02-Dec-14,28-Dec-17,9000,1777.7,147.4
22332,NIFTY,03-Dec-14,28-Dec-17,9000,1784.2,132.05
22333,NIFTY,04-Dec-14,28-Dec-17,9000,1785,122.55
22334,NIFTY,05-Dec-14,28-Dec-17,9000,1741.8,119.75
22335,NIFTY,08-Dec-14,28-Dec-17,9000,1687.2,163.75
22336,NIFTY,09-Dec-14,28-Dec-17,9000,1626.85,211.05
22337,NIFTY,10-Dec-14,28-Dec-17,9000,1618.55,195.75
22338,NIFTY,11-Dec-14,28-Dec-17,9000,1568.95,210.55
22339,NIFTY,12-Dec-14,28-Dec-17,9000,1515.15,233.55
22340,NIFTY,15-Dec-14,28-Dec-17,9000,1497.7,217
22341,NIFTY,16-Dec-14,28-Dec-17,9000,1476.4,349.35
22342,NIFTY,17-Dec-14,28-Dec-17,9000,1445.9,339.35
22343,NIFTY,18-Dec-14,28-Dec-17,9000,1600.15,369.9
22344,NIFTY,19-Dec-14,28-Dec-17,9000,1642.95,354.75
22345,NIFTY,22-Dec-14,28-Dec-17,9000,1745.7,348.95
22346,NIFTY,23-Dec-14,28-Dec-17,9000,1691.65,353.55
22347,NIFTY,24-Dec-14,28-Dec-17,9000,1625.6,394.6
22348,NIFTY,26-Dec-14,28-Dec-17,9000,1623.8,369.45
22349,NIFTY,29-Dec-14,28-Dec-17,9000,1644.95,345.75
22350,NIFTY,30-Dec-14,28-Dec-17,9000,1622.75,325.3
22351,NIFTY,31-Dec-14,28-Dec-17,9000,1637.95,301.5
22352,NIFTY,01-Jan-15,28-Dec-17,9000,1615.6,283.65
22353,NIFTY,02-Jan-15,28-Dec-17,9000,1734.65,297.05
22354,NIFTY,05-Jan-15,28-Dec-17,9000,1695.7,284.25
22355,NIFTY,06-Jan-15,28-Dec-17,9000,1734.85,578.1
22356,NIFTY,07-Jan-15,28-Dec-17,9000,1689.85,557.9
22357,NIFTY,08-Jan-15,28-Dec-17,9000,1822.8,562.1
22358,NIFTY,09-Jan-15,28-Dec-17,9000,1845.1,525.8
22359,NIFTY,12-Jan-15,28-Dec-17,9000,1847.05,494.2
22360,NIFTY,13-Jan-15,28-Dec-17,9000,1803.1,475.5
22361,NIFTY,14-Jan-15,28-Dec-17,9000,1765.85,453.5
22362,NIFTY,15-Jan-15,28-Dec-17,9000,2054.4,547.7
22363,NIFTY,16-Jan-15,28-Dec-17,9000,2039.1,514.35
22364,NIFTY,19-Jan-15,28-Dec-17,9000,2034.85,484.35
22365,NIFTY,20-Jan-15,28-Dec-17,9000,2183.9,490.1
22366,NIFTY,21-Jan-15,28-Dec-17,9000,2186.7,456.55
22367,NIFTY,22-Jan-15,28-Dec-17,9000,2180.2,428.05
22368,NIFTY,23-Jan-15,28-Dec-17,9000,2238,398.9
22369,NIFTY,27-Jan-15,28-Dec-17,9000,2287.85,374.3
22370,NIFTY,28-Jan-15,28-Dec-17,9000,1781.65,352.85
22371,NIFTY,29-Jan-15,28-Dec-17,9000,1772.9,326.1
22372,NIFTY,30-Jan-15,28-Dec-17,9000,2190.3,389.4
22373,NIFTY,02-Feb-15,28-Dec-17,9000,2147.6,369.3
22374,NIFTY,03-Feb-15,28-Dec-17,9000,2089.9,360.2
22375,NIFTY,04-Feb-15,28-Dec-17,9000,2050.8,343.4
22376,NIFTY,05-Feb-15,28-Dec-17,9000,2010.35,326.75
22377,NIFTY,06-Feb-15,28-Dec-17,9000,1950.25,325.05
22378,NIFTY,09-Feb-15,28-Dec-17,9000,1881.05,395.45
22379,NIFTY,10-Feb-15,28-Dec-17,9000,1903.15,363.8
22380,NIFTY,11-Feb-15,28-Dec-17,9000,1951.6,337.9
22381,NIFTY,12-Feb-15,28-Dec-17,9000,2024.1,321.85
22382,NIFTY,13-Feb-15,28-Dec-17,9000,2112,309.45
22383,NIFTY,16-Feb-15,28-Dec-17,9000,2092.35,286.9
22384,NIFTY,18-Feb-15,28-Dec-17,9000,2123.2,269.4
22385,NIFTY,19-Feb-15,28-Dec-17,9000,2126.2,247.9
22386,NIFTY,20-Feb-15,28-Dec-17,9000,2064.55,251.6
22387,NIFTY,23-Feb-15,28-Dec-17,9000,1999.5,266.25
22388,NIFTY,24-Feb-15,28-Dec-17,9000,1975.65,248.9
22389,NIFTY,25-Feb-15,28-Dec-17,9000,1962.05,229.8
22390,NIFTY,26-Feb-15,28-Dec-17,9000,1893.55,252.4
22391,NIFTY,27-Feb-15,28-Dec-17,9000,2095.2,290.95
22392,NIFTY,28-Feb-15,28-Dec-17,9000,2130.7,270.9
22393,NIFTY,02-Mar-15,28-Dec-17,9000,2165.85,250.5
22394,NIFTY,03-Mar-15,28-Dec-17,9000,2174.1,232.9
22395,NIFTY,04-Mar-15,28-Dec-17,9000,2099.75,245.75
22396,NIFTY,05-Mar-15,28-Dec-17,9000,1934.1,230.5
22397,NIFTY,09-Mar-15,28-Dec-17,9000,2021.45,345.6
22398,NIFTY,10-Mar-15,28-Dec-17,9000,1963.95,340.45
22399,NIFTY,11-Mar-15,28-Dec-17,9000,1937.9,318.2
22400,NIFTY,12-Mar-15,28-Dec-17,9000,2002,300
22401,NIFTY,13-Mar-15,28-Dec-17,9000,1928.65,360.5
22402,NIFTY,16-Mar-15,28-Dec-17,9000,1890.2,341.7
22403,NIFTY,17-Mar-15,28-Dec-17,9000,1971.05,328.1
22404,NIFTY,18-Mar-15,28-Dec-17,9000,1919.3,319.4
22405,NIFTY,19-Mar-15,28-Dec-17,9000,1868.8,315.9
22406,NIFTY,20-Mar-15,28-Dec-17,9000,1809,323.45
22407,NIFTY,23-Mar-15,28-Dec-17,9000,1767.7,309.15
22408,NIFTY,24-Mar-15,28-Dec-17,9000,1775,287.9
22409,NIFTY,25-Mar-15,28-Dec-17,9000,1770.05,270.85
