,Symbol_x,Date,Expiry,Strike Price,Call Price,Put Price
0,NIFTY,01-Jan-14,24-Dec-14,5000,1682.55,98.75
2,NIFTY,02-Jan-14,24-Dec-14,5000,1599.85,109.25
4,NIFTY,03-Jan-14,24-Dec-14,5000,1582.5,110.05
6,NIFTY,06-Jan-14,24-Dec-14,5000,1581.2,115.3
8,NIFTY,07-Jan-14,24-Dec-14,5000,1541.55,118.4
10,NIFTY,08-Jan-14,24-Dec-14,5000,1540,115.55
12,NIFTY,09-Jan-14,24-Dec-14,5000,1530,117.15
14,NIFTY,10-Jan-14,24-Dec-14,5000,1518.65,116.25
16,NIFTY,13-Jan-14,24-Dec-14,5000,1605.5,107.2
18,NIFTY,14-Jan-14,24-Dec-14,5000,1595.15,112.5
20,NIFTY,15-Jan-14,24-Dec-14,5000,1644.2,104.2
22,NIFTY,16-Jan-14,24-Dec-14,5000,1663.95,107.15
24,NIFTY,17-Jan-14,24-Dec-14,5000,1611,113.7
26,NIFTY,20-Jan-14,24-Dec-14,5000,1655,106
28,NIFTY,21-Jan-14,24-Dec-14,5000,1640,104.4
30,NIFTY,22-Jan-14,24-Dec-14,5000,1676.35,104.85
32,NIFTY,23-Jan-14,24-Dec-14,5000,1682.1,103.05
34,NIFTY,24-Jan-14,24-Dec-14,5000,1620,109.95
36,NIFTY,27-Jan-14,24-Dec-14,5000,1507.95,122.55
38,NIFTY,28-Jan-14,24-Dec-14,5000,1500,128.95
40,NIFTY,29-Jan-14,24-Dec-14,5000,1480.4,133.75
42,NIFTY,30-Jan-14,24-Dec-14,5000,1425.65,130.5
44,NIFTY,31-Jan-14,24-Dec-14,5000,1428.45,133.7
46,NIFTY,03-Feb-14,24-Dec-14,5000,1371.5,139.95
48,NIFTY,04-Feb-14,24-Dec-14,5000,1396.5,141.05
50,NIFTY,05-Feb-14,24-Dec-14,5000,1400.05,141.05
52,NIFTY,06-Feb-14,24-Dec-14,5000,1414.35,143.25
54,NIFTY,07-Feb-14,24-Dec-14,5000,1451.4,138.05
56,NIFTY,10-Feb-14,24-Dec-14,5000,1435,137.05
58,NIFTY,11-Feb-14,24-Dec-14,5000,1442.3,138.9
60,NIFTY,12-Feb-14,24-Dec-14,5000,1468,133.05
62,NIFTY,13-Feb-14,24-Dec-14,5000,1385,144.2
64,NIFTY,14-Feb-14,24-Dec-14,5000,1438.05,135.65
66,NIFTY,17-Feb-14,24-Dec-14,5000,1452,135.2
68,NIFTY,18-Feb-14,24-Dec-14,5000,1490,133.9
70,NIFTY,19-Feb-14,24-Dec-14,5000,1505.75,133
72,NIFTY,20-Feb-14,24-Dec-14,5000,1462.7,136.35
74,NIFTY,21-Feb-14,24-Dec-14,5000,1496.15,133.95
76,NIFTY,24-Feb-14,24-Dec-14,5000,1524,122.95
78,NIFTY,25-Feb-14,24-Dec-14,5000,1538.2,120
80,NIFTY,26-Feb-14,24-Dec-14,5000,1555.4,111.05
82,NIFTY,28-Feb-14,24-Dec-14,5000,1555.2,98.7
84,NIFTY,03-Mar-14,24-Dec-14,5000,1544.15,101.2
86,NIFTY,04-Mar-14,24-Dec-14,5000,1594.85,87.7
88,NIFTY,05-Mar-14,24-Dec-14,5000,1600.5,78.1
90,NIFTY,06-Mar-14,24-Dec-14,5000,1658.15,72.45
92,NIFTY,07-Mar-14,24-Dec-14,5000,1761.95,64.1
94,NIFTY,10-Mar-14,24-Dec-14,5000,1789,65
96,NIFTY,11-Mar-14,24-Dec-14,5000,1771.85,68.7
98,NIFTY,12-Mar-14,24-Dec-14,5000,1785.95,67.1
100,NIFTY,13-Mar-14,24-Dec-14,5000,1772.35,69.9
102,NIFTY,14-Mar-14,24-Dec-14,5000,1802,71
104,NIFTY,18-Mar-14,24-Dec-14,5000,1800.35,67
106,NIFTY,19-Mar-14,24-Dec-14,5000,1815,66.5
108,NIFTY,20-Mar-14,24-Dec-14,5000,1778.7,69.95
110,NIFTY,21-Mar-14,24-Dec-14,5000,1786.35,66
112,NIFTY,22-Mar-14,24-Dec-14,5000,1780,63.7
114,NIFTY,24-Mar-14,24-Dec-14,5000,1855.25,60.1
116,NIFTY,25-Mar-14,24-Dec-14,5000,1861,61.3
118,NIFTY,26-Mar-14,24-Dec-14,5000,1880,62
120,NIFTY,27-Mar-14,24-Dec-14,5000,1884.4,58.05
122,NIFTY,28-Mar-14,24-Dec-14,5000,1929,48.6
124,NIFTY,31-Mar-14,24-Dec-14,5000,1935,46.3
126,NIFTY,01-Apr-14,24-Dec-14,5000,1954.75,43.7
128,NIFTY,02-Apr-14,24-Dec-14,5000,1987.5,41.3
130,NIFTY,03-Apr-14,24-Dec-14,5000,1976,42.85
132,NIFTY,04-Apr-14,24-Dec-14,5000,1955,42.8
134,NIFTY,07-Apr-14,24-Dec-14,5000,1935,45.5
136,NIFTY,09-Apr-14,24-Dec-14,5000,2012,32.95
138,NIFTY,10-Apr-14,24-Dec-14,5000,2029.5,34.9
140,NIFTY,11-Apr-14,24-Dec-14,5000,1995,37.8
142,NIFTY,15-Apr-14,24-Dec-14,5000,1950,40.25
144,NIFTY,16-Apr-14,24-Dec-14,5000,1918.95,45.8
146,NIFTY,17-Apr-14,24-Dec-14,5000,1994.6,39
148,NIFTY,21-Apr-14,24-Dec-14,5000,2050,39.95
150,NIFTY,22-Apr-14,24-Dec-14,5000,2033.65,38.9
152,NIFTY,23-Apr-14,24-Dec-14,5000,2026.65,36.6
154,NIFTY,25-Apr-14,24-Dec-14,5000,1957.15,36.15
156,NIFTY,28-Apr-14,24-Dec-14,5000,1946,36.45
158,NIFTY,29-Apr-14,24-Dec-14,5000,1911,38.2
160,NIFTY,30-Apr-14,24-Dec-14,5000,1870.75,35.2
162,NIFTY,02-May-14,24-Dec-14,5000,1906.95,36
164,NIFTY,05-May-14,24-Dec-14,5000,1924.5,36.15
166,NIFTY,06-May-14,24-Dec-14,5000,1934,34.7
168,NIFTY,07-May-14,24-Dec-14,5000,1834.55,32.35
170,NIFTY,08-May-14,24-Dec-14,5000,1850,32.55
172,NIFTY,09-May-14,24-Dec-14,5000,2030.5,30.1
174,NIFTY,12-May-14,24-Dec-14,5000,2194,26.35
176,NIFTY,13-May-14,24-Dec-14,5000,2276,23.85
178,NIFTY,14-May-14,24-Dec-14,5000,2286.35,23.05
180,NIFTY,15-May-14,24-Dec-14,5000,2308.35,27.15
182,NIFTY,16-May-14,24-Dec-14,5000,2417.9,19.65
184,NIFTY,19-May-14,24-Dec-14,5000,2442.9,19
186,NIFTY,20-May-14,24-Dec-14,5000,2450,16.7
188,NIFTY,21-May-14,24-Dec-14,5000,2422.6,16.95
190,NIFTY,22-May-14,24-Dec-14,5000,2426.1,14.5
192,NIFTY,23-May-14,24-Dec-14,5000,2515.35,13.8
194,NIFTY,26-May-14,24-Dec-14,5000,2464.2,13.8
196,NIFTY,27-May-14,24-Dec-14,5000,2478.95,14
198,NIFTY,28-May-14,24-Dec-14,5000,2489.45,14.75
200,NIFTY,29-May-14,24-Dec-14,5000,2386.4,13.8
202,NIFTY,30-May-14,24-Dec-14,5000,2368.75,13.25
204,NIFTY,02-Jun-14,24-Dec-14,5000,2494.75,9.6
206,NIFTY,03-Jun-14,24-Dec-14,5000,2545,9.4
208,NIFTY,04-Jun-14,24-Dec-14,5000,2551.35,8.95
210,NIFTY,05-Jun-14,24-Dec-14,5000,2585,9
212,NIFTY,06-Jun-14,24-Dec-14,5000,2661.85,9.3
214,NIFTY,09-Jun-14,24-Dec-14,5000,2795.1,9.8
216,NIFTY,10-Jun-14,24-Dec-14,5000,2802.15,8.45
218,NIFTY,11-Jun-14,24-Dec-14,5000,2762.8,9
220,NIFTY,12-Jun-14,24-Dec-14,5000,2766.9,9.45
222,NIFTY,13-Jun-14,24-Dec-14,5000,2675,9.95
224,NIFTY,16-Jun-14,24-Dec-14,5000,2661.2,8.55
226,NIFTY,17-Jun-14,24-Dec-14,5000,2776,9
228,NIFTY,18-Jun-14,24-Dec-14,5000,2729.3,9.95
230,NIFTY,19-Jun-14,24-Dec-14,5000,2677,9.3
232,NIFTY,20-Jun-14,24-Dec-14,5000,2649.55,8.55
234,NIFTY,23-Jun-14,24-Dec-14,5000,2639.75,9.75
236,NIFTY,24-Jun-14,24-Dec-14,5000,2718.4,10.6
238,NIFTY,25-Jun-14,24-Dec-14,5000,2690.2,11.75
240,NIFTY,26-Jun-14,24-Dec-14,5000,2615.85,9.95
242,NIFTY,27-Jun-14,24-Dec-14,5000,2619.95,10.5
244,NIFTY,30-Jun-14,24-Dec-14,5000,2734.65,11.3
246,NIFTY,01-Jul-14,24-Dec-14,5000,2758.9,11.4
248,NIFTY,02-Jul-14,24-Dec-14,5000,2848.9,9.6
250,NIFTY,03-Jul-14,24-Dec-14,5000,2841.8,9.15
252,NIFTY,04-Jul-14,24-Dec-14,5000,2869.8,11.9
254,NIFTY,07-Jul-14,24-Dec-14,5000,2883.4,10.5
256,NIFTY,08-Jul-14,24-Dec-14,5000,2761.5,11
258,NIFTY,09-Jul-14,24-Dec-14,5000,2727.3,10.35
260,NIFTY,10-Jul-14,24-Dec-14,5000,2698.35,6.6
262,NIFTY,11-Jul-14,24-Dec-14,5000,2612.75,8.7
264,NIFTY,14-Jul-14,24-Dec-14,5000,2608.75,9.55
266,NIFTY,15-Jul-14,24-Dec-14,5000,2677,8
268,NIFTY,16-Jul-14,24-Dec-14,5000,2775.9,5.65
270,NIFTY,17-Jul-14,24-Dec-14,5000,2775,7.2
272,NIFTY,18-Jul-14,24-Dec-14,5000,2790,0
274,NIFTY,21-Jul-14,24-Dec-14,5000,2805,5.95
276,NIFTY,22-Jul-14,24-Dec-14,5000,2896.7,7
278,NIFTY,23-Jul-14,24-Dec-14,5000,2911,5.2
280,NIFTY,24-Jul-14,24-Dec-14,5000,2950,6.95
282,NIFTY,25-Jul-14,24-Dec-14,5000,2905,7
284,NIFTY,28-Jul-14,24-Dec-14,5000,2870,5.15
286,NIFTY,30-Jul-14,24-Dec-14,5000,2899,6
288,NIFTY,31-Jul-14,24-Dec-14,5000,2842,6.5
290,NIFTY,01-Aug-14,24-Dec-14,5000,2695,7.9
292,NIFTY,04-Aug-14,24-Dec-14,5000,2809,7
294,NIFTY,05-Aug-14,24-Dec-14,5000,2799,6.25
296,NIFTY,06-Aug-14,24-Dec-14,5000,2785,5
298,NIFTY,07-Aug-14,24-Dec-14,5000,2750,5.65
300,NIFTY,08-Aug-14,24-Dec-14,5000,2666.7,6
302,NIFTY,11-Aug-14,24-Dec-14,5000,2729,5.1
304,NIFTY,12-Aug-14,24-Dec-14,5000,2837.8,4.95
306,NIFTY,13-Aug-14,24-Dec-14,5000,2835,5.95
308,NIFTY,14-Aug-14,24-Dec-14,5000,2888,5
310,NIFTY,18-Aug-14,24-Dec-14,5000,2970,4.25
312,NIFTY,19-Aug-14,24-Dec-14,5000,3003.95,5
314,NIFTY,20-Aug-14,24-Dec-14,5000,2975,5.85
316,NIFTY,21-Aug-14,24-Dec-14,5000,2990,5.5
318,NIFTY,22-Aug-14,24-Dec-14,5000,3015,5.4
320,NIFTY,25-Aug-14,24-Dec-14,5000,3021.9,4.55
322,NIFTY,26-Aug-14,24-Dec-14,5000,2990,4.5
324,NIFTY,27-Aug-14,24-Dec-14,5000,3041.2,4.7
326,NIFTY,28-Aug-14,24-Dec-14,5000,3052.4,4.35
328,NIFTY,01-Sep-14,24-Dec-14,5000,3123.55,4.7
330,NIFTY,02-Sep-14,24-Dec-14,5000,3189.95,3.7
332,NIFTY,03-Sep-14,24-Dec-14,5000,3200.1,3.75
334,NIFTY,04-Sep-14,24-Dec-14,5000,3192.4,3.65
336,NIFTY,05-Sep-14,24-Dec-14,5000,3185,3.5
338,NIFTY,08-Sep-14,24-Dec-14,5000,3254,3.95
340,NIFTY,09-Sep-14,24-Dec-14,5000,3220,3.9
342,NIFTY,10-Sep-14,24-Dec-14,5000,3196.4,4.8
344,NIFTY,11-Sep-14,24-Dec-14,5000,3177,3.05
346,NIFTY,12-Sep-14,24-Dec-14,5000,3207.7,3.95
348,NIFTY,15-Sep-14,24-Dec-14,5000,3142.5,3.9
350,NIFTY,16-Sep-14,24-Dec-14,5000,3052.85,4.9
352,NIFTY,17-Sep-14,24-Dec-14,5000,3061.15,3.05
354,NIFTY,18-Sep-14,24-Dec-14,5000,3205.75,3.15
356,NIFTY,19-Sep-14,24-Dec-14,5000,3210,3.1
358,NIFTY,22-Sep-14,24-Dec-14,5000,3225.7,3
360,NIFTY,23-Sep-14,24-Dec-14,5000,3098.85,3.35
362,NIFTY,24-Sep-14,24-Dec-14,5000,3066.3,3.7
364,NIFTY,25-Sep-14,24-Dec-14,5000,2972.65,3.9
366,NIFTY,26-Sep-14,24-Dec-14,5000,3056.75,4
368,NIFTY,29-Sep-14,24-Dec-14,5000,3015.75,3.45
370,NIFTY,30-Sep-14,24-Dec-14,5000,3011.55,3.95
372,NIFTY,01-Oct-14,24-Dec-14,5000,3000,3.5
374,NIFTY,07-Oct-14,24-Dec-14,5000,2930.3,3.95
376,NIFTY,08-Oct-14,24-Dec-14,5000,2936.65,2.15
378,NIFTY,09-Oct-14,24-Dec-14,5000,3027.5,2.15
380,NIFTY,10-Oct-14,24-Dec-14,5000,2923.7,2.5
382,NIFTY,13-Oct-14,24-Dec-14,5000,2945.5,2.7
384,NIFTY,14-Oct-14,24-Dec-14,5000,2936.7,2.3
386,NIFTY,16-Oct-14,24-Dec-14,5000,2818.5,4.45
388,NIFTY,17-Oct-14,24-Dec-14,5000,2841.3,2.7
390,NIFTY,20-Oct-14,24-Dec-14,5000,2932.7,2.45
392,NIFTY,21-Oct-14,24-Dec-14,5000,2976,3.15
394,NIFTY,22-Oct-14,24-Dec-14,5000,3053.95,4.1
396,NIFTY,23-Oct-14,24-Dec-14,5000,3055,0
398,NIFTY,27-Oct-14,24-Dec-14,5000,3051.25,2
400,NIFTY,28-Oct-14,24-Dec-14,5000,3090.05,0
402,NIFTY,29-Oct-14,24-Dec-14,5000,3137.65,3
404,NIFTY,30-Oct-14,24-Dec-14,5000,3181.85,2.15
406,NIFTY,31-Oct-14,24-Dec-14,5000,3348.15,1.55
408,NIFTY,03-Nov-14,24-Dec-14,5000,3375.4,2.05
410,NIFTY,05-Nov-14,24-Dec-14,5000,3387.6,2.25
412,NIFTY,07-Nov-14,24-Dec-14,5000,3393,2.45
414,NIFTY,10-Nov-14,24-Dec-14,5000,3395,1.35
416,NIFTY,11-Nov-14,24-Dec-14,5000,3419.8,2
418,NIFTY,12-Nov-14,24-Dec-14,5000,3433.35,2.2
420,NIFTY,13-Nov-14,24-Dec-14,5000,3392.5,2.5
422,NIFTY,14-Nov-14,24-Dec-14,5000,3422.5,2.4
424,NIFTY,17-Nov-14,24-Dec-14,5000,3473.85,2
426,NIFTY,18-Nov-14,24-Dec-14,5000,3466.2,0
428,NIFTY,19-Nov-14,24-Dec-14,5000,3423.9,2
430,NIFTY,20-Nov-14,24-Dec-14,5000,3438.7,1.95
432,NIFTY,21-Nov-14,24-Dec-14,5000,3514.95,1.8
434,NIFTY,24-Nov-14,24-Dec-14,5000,3560.65,0
436,NIFTY,25-Nov-14,24-Dec-14,5000,3494,1.3
438,NIFTY,26-Nov-14,24-Dec-14,5000,3501,1.2
440,NIFTY,27-Nov-14,24-Dec-14,5000,3523.1,0.9
442,NIFTY,28-Nov-14,24-Dec-14,5000,3621.2,0.9
444,NIFTY,01-Dec-14,24-Dec-14,5000,3573.35,0
446,NIFTY,02-Dec-14,24-Dec-14,5000,3554.95,0.75
448,NIFTY,03-Dec-14,24-Dec-14,5000,3562.05,0.8
450,NIFTY,04-Dec-14,24-Dec-14,5000,3587,0.8
452,NIFTY,05-Dec-14,24-Dec-14,5000,3588.55,0.75
454,NIFTY,08-Dec-14,24-Dec-14,5000,3487.6,0.85
456,NIFTY,09-Dec-14,24-Dec-14,5000,3390,0.95
458,NIFTY,10-Dec-14,24-Dec-14,5000,3393.15,0.95
460,NIFTY,11-Dec-14,24-Dec-14,5000,3335.15,0.55
462,NIFTY,12-Dec-14,24-Dec-14,5000,3267.2,0.5
464,NIFTY,15-Dec-14,24-Dec-14,5000,3262.15,0
466,NIFTY,16-Dec-14,24-Dec-14,5000,3124.1,0.35
468,NIFTY,17-Dec-14,24-Dec-14,5000,3058.65,0
470,NIFTY,18-Dec-14,24-Dec-14,5000,3177.35,0.3
472,NIFTY,19-Dec-14,24-Dec-14,5000,3241.25,0.5
474,NIFTY,22-Dec-14,24-Dec-14,5000,3335.85,0.05
476,NIFTY,23-Dec-14,24-Dec-14,5000,3272.75,0.1
478,NIFTY,24-Dec-14,24-Dec-14,5000,0,0
480,NIFTY,01-Jan-14,24-Dec-14,6000,962.25,277.4
482,NIFTY,02-Jan-14,24-Dec-14,6000,909.85,303.6
484,NIFTY,03-Jan-14,24-Dec-14,6000,901.25,306.65
486,NIFTY,06-Jan-14,24-Dec-14,6000,883.15,315.05
488,NIFTY,07-Jan-14,24-Dec-14,6000,860.3,323.4
490,NIFTY,08-Jan-14,24-Dec-14,6000,855.05,325.75
492,NIFTY,09-Jan-14,24-Dec-14,6000,841.3,333.05
494,NIFTY,10-Jan-14,24-Dec-14,6000,827.05,332.45
496,NIFTY,13-Jan-14,24-Dec-14,6000,905.9,309.55
498,NIFTY,14-Jan-14,24-Dec-14,6000,891.1,322.1
500,NIFTY,15-Jan-14,24-Dec-14,6000,935.8,304.15
502,NIFTY,16-Jan-14,24-Dec-14,6000,935.45,304.7
504,NIFTY,17-Jan-14,24-Dec-14,6000,897,314.9
506,NIFTY,20-Jan-14,24-Dec-14,6000,935,306.3
508,NIFTY,21-Jan-14,24-Dec-14,6000,941.95,304.1
510,NIFTY,22-Jan-14,24-Dec-14,6000,952.05,294.95
512,NIFTY,23-Jan-14,24-Dec-14,6000,957.05,297.8
514,NIFTY,24-Jan-14,24-Dec-14,6000,902.35,314.6
516,NIFTY,27-Jan-14,24-Dec-14,6000,827.8,353.1
518,NIFTY,28-Jan-14,24-Dec-14,6000,814.95,357.45
520,NIFTY,29-Jan-14,24-Dec-14,6000,805.9,367.45
522,NIFTY,30-Jan-14,24-Dec-14,6000,766.75,373.7
524,NIFTY,31-Jan-14,24-Dec-14,6000,783.2,374.85
526,NIFTY,03-Feb-14,24-Dec-14,6000,744,394.2
528,NIFTY,04-Feb-14,24-Dec-14,6000,738.2,399.85
530,NIFTY,05-Feb-14,24-Dec-14,6000,743.6,393.55
532,NIFTY,06-Feb-14,24-Dec-14,6000,748.85,395.7
534,NIFTY,07-Feb-14,24-Dec-14,6000,762.8,390.95
536,NIFTY,10-Feb-14,24-Dec-14,6000,756.9,395.7
538,NIFTY,11-Feb-14,24-Dec-14,6000,750,389.15
540,NIFTY,12-Feb-14,24-Dec-14,6000,760,375.65
542,NIFTY,13-Feb-14,24-Dec-14,6000,701.4,407.45
544,NIFTY,14-Feb-14,24-Dec-14,6000,728.55,384.45
546,NIFTY,17-Feb-14,24-Dec-14,6000,743.85,375.75
548,NIFTY,18-Feb-14,24-Dec-14,6000,782.1,362.85
550,NIFTY,19-Feb-14,24-Dec-14,6000,791.05,357.25
552,NIFTY,20-Feb-14,24-Dec-14,6000,761.85,378.9
554,NIFTY,21-Feb-14,24-Dec-14,6000,790.55,358.45
556,NIFTY,24-Feb-14,24-Dec-14,6000,807.75,344
558,NIFTY,25-Feb-14,24-Dec-14,6000,817,334.65
560,NIFTY,26-Feb-14,24-Dec-14,6000,825.05,322.05
562,NIFTY,28-Feb-14,24-Dec-14,6000,828.85,312.5
564,NIFTY,03-Mar-14,24-Dec-14,6000,800.65,326.9
566,NIFTY,04-Mar-14,24-Dec-14,6000,845.2,282.05
568,NIFTY,05-Mar-14,24-Dec-14,6000,841.85,268.45
570,NIFTY,06-Mar-14,24-Dec-14,6000,876.35,251.4
572,NIFTY,07-Mar-14,24-Dec-14,6000,972.6,215.65
574,NIFTY,10-Mar-14,24-Dec-14,6000,1008.2,212.9
576,NIFTY,11-Mar-14,24-Dec-14,6000,995.55,214.3
578,NIFTY,12-Mar-14,24-Dec-14,6000,993.35,214.75
580,NIFTY,13-Mar-14,24-Dec-14,6000,997.8,223.15
582,NIFTY,14-Mar-14,24-Dec-14,6000,994.15,218.5
584,NIFTY,18-Mar-14,24-Dec-14,6000,985,211.05
586,NIFTY,19-Mar-14,24-Dec-14,6000,1001,210.65
588,NIFTY,20-Mar-14,24-Dec-14,6000,959.2,222.25
590,NIFTY,21-Mar-14,24-Dec-14,6000,973.8,217.35
592,NIFTY,22-Mar-14,24-Dec-14,6000,972.95,216.4
594,NIFTY,24-Mar-14,24-Dec-14,6000,1041.05,199.7
596,NIFTY,25-Mar-14,24-Dec-14,6000,1047.65,199.15
598,NIFTY,26-Mar-14,24-Dec-14,6000,1059.95,192.65
600,NIFTY,27-Mar-14,24-Dec-14,6000,1063.45,180.6
602,NIFTY,28-Mar-14,24-Dec-14,6000,1074.9,167.15
604,NIFTY,31-Mar-14,24-Dec-14,6000,1098.8,161.15
606,NIFTY,01-Apr-14,24-Dec-14,6000,1082,145.95
608,NIFTY,02-Apr-14,24-Dec-14,6000,1131.2,138.6
610,NIFTY,03-Apr-14,24-Dec-14,6000,1111.15,144.4
612,NIFTY,04-Apr-14,24-Dec-14,6000,1090,150
614,NIFTY,07-Apr-14,24-Dec-14,6000,1084.35,149.5
616,NIFTY,09-Apr-14,24-Dec-14,6000,1180.3,124.05
618,NIFTY,10-Apr-14,24-Dec-14,6000,1196,131.3
620,NIFTY,11-Apr-14,24-Dec-14,6000,1167,132.6
622,NIFTY,15-Apr-14,24-Dec-14,6000,1133.7,147.65
624,NIFTY,16-Apr-14,24-Dec-14,6000,1090.45,163.15
626,NIFTY,17-Apr-14,24-Dec-14,6000,1170,142.45
628,NIFTY,21-Apr-14,24-Dec-14,6000,1204.35,134.9
630,NIFTY,22-Apr-14,24-Dec-14,6000,1188.1,128.9
632,NIFTY,23-Apr-14,24-Dec-14,6000,1196.95,128.95
634,NIFTY,25-Apr-14,24-Dec-14,6000,1147.4,129.35
636,NIFTY,28-Apr-14,24-Dec-14,6000,1146.75,132
638,NIFTY,29-Apr-14,24-Dec-14,6000,1093.8,138.55
640,NIFTY,30-Apr-14,24-Dec-14,6000,1057.35,135.7
642,NIFTY,02-May-14,24-Dec-14,6000,1059.45,134.95
644,NIFTY,05-May-14,24-Dec-14,6000,1079.7,137.05
646,NIFTY,06-May-14,24-Dec-14,6000,1075.2,132.2
648,NIFTY,07-May-14,24-Dec-14,6000,1016.4,130.75
650,NIFTY,08-May-14,24-Dec-14,6000,1010.25,131.4
652,NIFTY,09-May-14,24-Dec-14,6000,1171.5,111.2
654,NIFTY,12-May-14,24-Dec-14,6000,1307.05,93.7
656,NIFTY,13-May-14,24-Dec-14,6000,1367.1,76.15
658,NIFTY,14-May-14,24-Dec-14,6000,1388,70.65
660,NIFTY,15-May-14,24-Dec-14,6000,1380,78.9
662,NIFTY,16-May-14,24-Dec-14,6000,1462.6,44.7
664,NIFTY,19-May-14,24-Dec-14,6000,1510,43.4
666,NIFTY,20-May-14,24-Dec-14,6000,1530,38.95
668,NIFTY,21-May-14,24-Dec-14,6000,1502.5,39.55
670,NIFTY,22-May-14,24-Dec-14,6000,1510,38.05
672,NIFTY,23-May-14,24-Dec-14,6000,1605,33
674,NIFTY,26-May-14,24-Dec-14,6000,1583.7,36
676,NIFTY,27-May-14,24-Dec-14,6000,1535.35,36.5
678,NIFTY,28-May-14,24-Dec-14,6000,1544,34.9
680,NIFTY,29-May-14,24-Dec-14,6000,1450.35,34.3
682,NIFTY,30-May-14,24-Dec-14,6000,1415.3,31.2
684,NIFTY,02-Jun-14,24-Dec-14,6000,1555.1,26.15
686,NIFTY,03-Jun-14,24-Dec-14,6000,1620,23.35
688,NIFTY,04-Jun-14,24-Dec-14,6000,1620,24.2
690,NIFTY,05-Jun-14,24-Dec-14,6000,1675,23.95
692,NIFTY,06-Jun-14,24-Dec-14,6000,1808.9,23.45
694,NIFTY,09-Jun-14,24-Dec-14,6000,1880.9,22.55
696,NIFTY,10-Jun-14,24-Dec-14,6000,1886.2,22.15
698,NIFTY,11-Jun-14,24-Dec-14,6000,1857.2,23.85
700,NIFTY,12-Jun-14,24-Dec-14,6000,1846,21.65
702,NIFTY,13-Jun-14,24-Dec-14,6000,1779,24.1
704,NIFTY,16-Jun-14,24-Dec-14,6000,1755,25.3
706,NIFTY,17-Jun-14,24-Dec-14,6000,1835,22
708,NIFTY,18-Jun-14,24-Dec-14,6000,1792,25
710,NIFTY,19-Jun-14,24-Dec-14,6000,1765,24.55
712,NIFTY,20-Jun-14,24-Dec-14,6000,1728.6,26.4
714,NIFTY,23-Jun-14,24-Dec-14,6000,1718.8,25.65
716,NIFTY,24-Jun-14,24-Dec-14,6000,1787.1,24.9
718,NIFTY,25-Jun-14,24-Dec-14,6000,1775,25.35
720,NIFTY,26-Jun-14,24-Dec-14,6000,1705,26.6
722,NIFTY,27-Jun-14,24-Dec-14,6000,1724,25.6
724,NIFTY,30-Jun-14,24-Dec-14,6000,1788,25.8
726,NIFTY,01-Jul-14,24-Dec-14,6000,1835,24.5
728,NIFTY,02-Jul-14,24-Dec-14,6000,1918.65,22.05
730,NIFTY,03-Jul-14,24-Dec-14,6000,1910,1.1
732,NIFTY,04-Jul-14,24-Dec-14,6000,1872.5,22.25
734,NIFTY,07-Jul-14,24-Dec-14,6000,1969.25,21.5
736,NIFTY,08-Jul-14,24-Dec-14,6000,1837.45,22.1
738,NIFTY,09-Jul-14,24-Dec-14,6000,1768,22.15
740,NIFTY,10-Jul-14,24-Dec-14,6000,1743.7,18.2
742,NIFTY,11-Jul-14,24-Dec-14,6000,1661.55,20.5
744,NIFTY,14-Jul-14,24-Dec-14,6000,1651.15,17.6
746,NIFTY,15-Jul-14,24-Dec-14,6000,1700.7,17
748,NIFTY,16-Jul-14,24-Dec-14,6000,1810.95,15.1
750,NIFTY,17-Jul-14,24-Dec-14,6000,1817.1,14.75
752,NIFTY,18-Jul-14,24-Dec-14,6000,1828.85,14.05
754,NIFTY,21-Jul-14,24-Dec-14,6000,1850.5,13
756,NIFTY,22-Jul-14,24-Dec-14,6000,1921.4,13.7
758,NIFTY,23-Jul-14,24-Dec-14,6000,1944.5,12.7
760,NIFTY,24-Jul-14,24-Dec-14,6000,1982,12.65
762,NIFTY,25-Jul-14,24-Dec-14,6000,1935,13.5
764,NIFTY,28-Jul-14,24-Dec-14,6000,1898.55,11.45
766,NIFTY,30-Jul-14,24-Dec-14,6000,1936.1,10
768,NIFTY,31-Jul-14,24-Dec-14,6000,1867,12.65
770,NIFTY,01-Aug-14,24-Dec-14,6000,1748.15,14.95
772,NIFTY,04-Aug-14,24-Dec-14,6000,1830.6,11.75
774,NIFTY,05-Aug-14,24-Dec-14,6000,1886.2,11
776,NIFTY,06-Aug-14,24-Dec-14,6000,1800.3,12.05
778,NIFTY,07-Aug-14,24-Dec-14,6000,1778.55,9.95
780,NIFTY,08-Aug-14,24-Dec-14,6000,1710,13.35
782,NIFTY,11-Aug-14,24-Dec-14,6000,1760,10.35
784,NIFTY,12-Aug-14,24-Dec-14,6000,1848.25,9.7
786,NIFTY,13-Aug-14,24-Dec-14,6000,1830,9.1
788,NIFTY,14-Aug-14,24-Dec-14,6000,1905.75,7.95
790,NIFTY,18-Aug-14,24-Dec-14,6000,1965,7.95
792,NIFTY,19-Aug-14,24-Dec-14,6000,2010.3,7.85
794,NIFTY,20-Aug-14,24-Dec-14,6000,2010,8.25
796,NIFTY,21-Aug-14,24-Dec-14,6000,2012,7.5
798,NIFTY,22-Aug-14,24-Dec-14,6000,2030,7.6
800,NIFTY,25-Aug-14,24-Dec-14,6000,2035.6,6.25
